"name","type","value","date"
"All I Want for Christmas Is You","Mariah Carey","3186596","2018-12-03"
"MIA (feat. Drake)","Bad Bunny","3140172","2018-12-03"
"Happier","Marshmello","2808558","2018-12-03"
"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone","2637954","2018-12-03"
"ZEZE (feat. Travis Scott & Offset)","Kodak Black","2636349","2018-12-03"
"SICKO MODE","Travis Scott","2593800","2018-12-03"
"TIC TOC","6ix9ine","2501726","2018-12-03"
"Going Bad (feat. Drake)","Meek Mill","2455827","2018-12-03"
"KIKA","6ix9ine","2431660","2018-12-03"
"Sweet but Psycho","Ava Max","2352256","2018-12-03"
"Shallow","Lady Gaga","2318097","2018-12-03"
"Arms Around You (feat. Maluma & Swae Lee)","XXXTENTACION","2308212","2018-12-03"
"Adan y Eva","Paulo Londra","2282982","2018-12-03"
"Santa Tell Me","Ariana Grande","2277934","2018-12-03"
"Mo Bamba","Sheck Wes","2223778","2018-12-03"
"when the party's over","Billie Eilish","2201867","2018-12-03"
"Last Christmas","Wham!","2119050","2018-12-03"
"Bohemian Rhapsody - Remastered 2011","Queen","2109281","2018-12-03"
"Nothing Breaks Like a Heart (feat. Miley Cyrus)","Mark Ronson","2021494","2018-12-03"
"Better","Khalid","1974779","2018-12-03"
"Drip Too Hard (Lil Baby & Gunna)","Lil Baby","1826252","2018-12-03"
"BEBE","6ix9ine","1777573","2018-12-03"
"MAMA","6ix9ine","1749897","2018-12-03"
"Eastside (with Halsey & Khalid)","benny blanco","1738329","2018-12-03"
"It's Beginning to Look a Lot like Christmas","Michael Bublé","1729028","2018-12-03"
"Girls Like You (feat. Cardi B)","Maroon 5","1718618","2018-12-03"
"Lucid Dreams","Juice WRLD","1690720","2018-12-03"
"Close To Me (with Diplo) (feat. Swae Lee)","Ellie Goulding","1689509","2018-12-03"
"Be Alright","Dean Lewis","1642957","2018-12-03"
"Jingle Bell Rock","Bobby Helms","1624075","2018-12-03"
"In My Mind","Dynoro","1608416","2018-12-03"
"SAD!","XXXTENTACION","1585855","2018-12-03"
"come out and play","Billie Eilish","1576484","2018-12-03"
"Rockin' Around The Christmas Tree","Brenda Lee","1559971","2018-12-03"
"Better Now","Post Malone","1549770","2018-12-03"
"Promises (with Sam Smith)","Calvin Harris","1524748","2018-12-03"
"Let You Love Me","Rita Ora","1507616","2018-12-03"
"Mistletoe","Justin Bieber","1462302","2018-12-03"
"Ruin My Life","Zara Larsson","1455191","2018-12-03"
"Moonlight","XXXTENTACION","1452535","2018-12-03"
"Woman Like Me (feat. Nicki Minaj)","Little Mix","1433313","2018-12-03"
"FEFE (feat. Nicki Minaj & Murda Beatz)","6ix9ine","1428007","2018-12-03"
"Bad Liar","Imagine Dragons","1425487","2018-12-03"
"lovely (with Khalid)","Billie Eilish","1415524","2018-12-03"
"BAD!","XXXTENTACION","1414918","2018-12-03"
"WAKA","6ix9ine","1397098","2018-12-03"
"Do They Know It's Christmas? - 1984 Version","Band Aid","1393704","2018-12-03"
"Kiss and Make Up","Dua Lipa","1390548","2018-12-03"
"Wake Up in the Sky","Gucci Mane","1381074","2018-12-03"
"It's the Most Wonderful Time of the Year","Andy Williams","1371024","2018-12-03"
"Vaina Loca","Ozuna","1355054","2018-12-03"
"Calma - Remix","Pedro Capó","1347321","2018-12-03"
"Happy Now","Kygo","1340861","2018-12-03"
"Falling Down - Bonus Track","Lil Peep","1331231","2018-12-03"
"Ella Quiere Beber - Remix","Anuel AA","1309706","2018-12-03"
"Natural","Imagine Dragons","1306029","2018-12-03"
"Another One Bites The Dust - Remastered 2011","Queen","1259057","2018-12-03"
"High Hopes","Panic! At The Disco","1256276","2018-12-03"
"Youngblood","5 Seconds of Summer","1223654","2018-12-03"
"breathin","Ariana Grande","1199864","2018-12-03"
"Taste (feat. Offset)","Tyga","1196861","2018-12-03"
"Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet)","Frank Sinatra","1157483","2018-12-03"
"Love Someone","Lukas Graham","1151476","2018-12-03"
"Cuando Te Besé","Becky G","1149481","2018-12-03"
"Armed And Dangerous","Juice WRLD","1143834","2018-12-03"
"rockstar (feat. 21 Savage)","Post Malone","1130361","2018-12-03"
"Saturday Nights","Khalid","1126596","2018-12-03"
"In My Feelings","Drake","1120627","2018-12-03"
"no tears left to cry","Ariana Grande","1115129","2018-12-03"
"MALA","6ix9ine","1104746","2018-12-03"
"Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version","Paul McCartney","1102617","2018-12-03"
"Jocelyn Flores","XXXTENTACION","1100262","2018-12-03"
"Imposible","Luis Fonsi","1097781","2018-12-03"
"Don't Stop Me Now - Remastered","Queen","1085600","2018-12-03"
"I Like It","Cardi B","1083524","2018-12-03"
"God is a woman","Ariana Grande","1079277","2018-12-03"
"Happy Xmas (War Is Over) - Remastered","John Lennon","1069702","2018-12-03"
"Somebody To Love - Remastered 2011","Queen","1065637","2018-12-03"
"SOLO","JENNIE","1055418","2018-12-03"
"Nuketown (feat. Juice WRLD)","Ski Mask The Slump God","1054564","2018-12-03"
"I Love It (& Lil Pump)","Kanye West","1052935","2018-12-03"
"Rewrite The Stars (with James Arthur & Anne-Marie)","James Arthur","1052146","2018-12-03"
"Leave Me Alone","Flipp Dinero","1047937","2018-12-03"
"On Me (feat. Cardi B)","Meek Mill","1044480","2018-12-03"
"Bubalu","Becky G","1041583","2018-12-03"
"Adictiva","Daddy Yankee","1040359","2018-12-03"
"Have Yourself A Merry Little Christmas","Sam Smith","1028019","2018-12-03"
"Beautiful (feat. Camila Cabello)","Bazzi","1027479","2018-12-03"
"bellyache","Billie Eilish","1008266","2018-12-03"
"Nonstop","Drake","1005815","2018-12-03"
"idontwannabeyouanymore","Billie Eilish","1003663","2018-12-03"
"Under Pressure - Remastered","Queen","989230","2018-12-03"
"Holly Jolly Christmas","Michael Bublé","981589","2018-12-03"
"2002","Anne-Marie","979869","2018-12-03"
"Shape of You","Ed Sheeran","968450","2018-12-03"
"Underneath the Tree","Kelly Clarkson","965174","2018-12-03"
"Te Boté - Remix","Nio Garcia","963329","2018-12-03"
"God's Plan","Drake","953215","2018-12-03"
"Believer","Imagine Dragons","951014","2018-12-03"
"White Christmas","Bing Crosby","946959","2018-12-03"
"Amigos Con Derechos","Reik","935130","2018-12-03"
"Money","Cardi B","926949","2018-12-03"
"Uptown Vibes (feat. Fabolous & Anuel AA)","Meek Mill","924784","2018-12-03"
"Solo (feat. Demi Lovato)","Clean Bandit","922319","2018-12-03"
"10 Freaky Girls (with 21 Savage)","Metro Boomin","918792","2018-12-03"
"Rise","Jonas Blue","917972","2018-12-03"
"Foot Fungus","Ski Mask The Slump God","915854","2018-12-03"
"Reggaeton","J Balvin","911995","2018-12-03"
"changes","XXXTENTACION","911662","2018-12-03"
"Desconocidos","Mau y Ricky","902922","2018-12-03"
"Culpables","KAROL G","901708","2018-12-03"
"No Stylist","French Montana","896314","2018-12-03"
"Say My Name","David Guetta","895420","2018-12-03"
"Body (feat. Brando)","Loud Luxury","892059","2018-12-03"
"STOOPID","6ix9ine","883745","2018-12-03"
"Driving Home for Christmas","Chris Rea","882996","2018-12-03"
"IDGAF","Dua Lipa","877486","2018-12-03"
"Topanga","Trippie Redd","865305","2018-12-03"
"A Holly Jolly Christmas - Single Version","Burl Ives","865098","2018-12-03"
"One Kiss (with Dua Lipa)","Calvin Harris","863179","2018-12-03"
"Perfect","Ed Sheeran","860339","2018-12-03"
"Psycho (feat. Ty Dolla $ign)","Post Malone","855384","2018-12-03"
"Fuck Love (feat. Trippie Redd)","XXXTENTACION","854742","2018-12-03"
"Electricity (with Dua Lipa)","Silk City","850847","2018-12-03"
"Always Remember Us This Way","Lady Gaga","849980","2018-12-03"
"Ya No Tiene Novio","Sebastian Yatra","843103","2018-12-03"
"We Will Rock You - Remastered","Queen","838552","2018-12-03"
"ocean eyes","Billie Eilish","836944","2018-12-03"
"Mala Mía","Maluma","834400","2018-12-03"
"Shotgun","George Ezra","830958","2018-12-03"
"Feliz Navidad","José Feliciano","827056","2018-12-03"
"What's Free (feat. Rick Ross & Jay Z)","Meek Mill","822291","2018-12-03"
"The Christmas Song (Merry Christmas To You)","Nat King Cole","817598","2018-12-03"
"KANGA","6ix9ine","811858","2018-12-03"
"Thunderclouds","Sia","805379","2018-12-03"
"Lucky You (feat. Joyner Lucas)","Eminem","800177","2018-12-03"
"I Fall Apart","Post Malone","794077","2018-12-03"
"Waste It On Me (feat. BTS)","Steve Aoki","793653","2018-12-03"
"This Feeling (feat. Kelsea Ballerini)","The Chainsmokers","790012","2018-12-03"
"Thunder","Imagine Dragons","785985","2018-12-03"
"New Rules","Dua Lipa","784396","2018-12-03"
"Asesina - Remix","Brytiago","780522","2018-12-03"
"Killer Queen - Remastered 2011","Queen","779419","2018-12-03"
"Havana (feat. Young Thug)","Camila Cabello","775646","2018-12-03"
"Let It Snow! Let It Snow! Let It Snow!","Dean Martin","773969","2018-12-03"
"Fine China","Future","772496","2018-12-03"
"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez","771047","2018-12-03"
"Say You Won't Let Go","James Arthur","768969","2018-12-03"
"Too Good At Goodbyes","Sam Smith","751780","2018-12-03"
"Calling My Spirit","Kodak Black","749169","2018-12-03"
"Santa Baby","Ariana Grande","748008","2018-12-03"
"Baller los","MERO","744428","2018-12-03"
"I Like Me Better","Lauv","744263","2018-12-03"
"Time (feat. Meek Mill)","Lil Baby","734290","2018-12-03"
"FRIENDS","Marshmello","732553","2018-12-03"
"The Middle","Zedd","732542","2018-12-03"
"I Found You (with Calvin Harris)","benny blanco","732493","2018-12-03"
"Fairytale of New York (feat. Kirsty MacColl)","The Pogues","730287","2018-12-03"
"No Es Justo","J Balvin","730173","2018-12-03"
"Never Recover (Lil Baby & Gunna, Drake)","Lil Baby","705296","2018-12-03"
"Toda - Remix","Alex Rose","702420","2018-12-03"
"Baby, It's Cold Outside","Brett Eldredge","701916","2018-12-03"
"Ibiza","Ozuna","701120","2018-12-03"
"My Only Wish (This Year)","Britney Spears","698350","2018-12-03"
"Everybody Dies In Their Nightmares","XXXTENTACION","693002","2018-12-03"
"There's No Way (feat. Julia Michaels)","Lauv","689388","2018-12-03"
"Closer","The Chainsmokers","689310","2018-12-03"
"Beach House","The Chainsmokers","686829","2018-12-03"
"Happy Birthday","Sfera Ebbasta","686134","2018-12-03"
"XO Tour Llif3","Lil Uzi Vert","680351","2018-12-03"
"Lonesome Train","Stan Kenton","679931","2018-12-03"
"PPP","Kevin Roldan","679452","2018-12-03"
"Yes Indeed","Lil Baby","679191","2018-12-03"
"Santa Claus Is Coming to Town","Michael Bublé","671745","2018-12-03"
"Praise The Lord (Da Shine) (feat. Skepta)","A$AP Rocky","670197","2018-12-03"
"Better To Lie (with Jesse & Swae Lee)","benny blanco","669697","2018-12-03"
"Faucet Failure","Ski Mask The Slump God","666182","2018-12-03"
"Sleigh Ride","The Ronettes","665541","2018-12-03"
"Jackie Chan","Tiësto","663172","2018-12-03"
"Noticed","Lil Mosey","663127","2018-12-03"
"All Girls Are The Same","Juice WRLD","661785","2018-12-03"
"I'm a Mess","Bebe Rexha","659166","2018-12-03"
"Photograph","Ed Sheeran","659080","2018-12-03"
"Sin Pijama","Becky G","653000","2018-12-03"
"Pure Cocaine","Lil Baby","651928","2018-12-03"
"Blue Christmas","Elvis Presley","650269","2018-12-03"
"Congratulations","Post Malone","648787","2018-12-03"
"Reggaetón en lo Oscuro","Wisin & Yandel","644114","2018-12-03"
"TATI","6ix9ine","643005","2018-12-03"
"Thinking out Loud","Ed Sheeran","641840","2018-12-03"
"Happy Now","Zedd","640205","2018-12-03"
"STARGAZING","Travis Scott","639721","2018-12-03"
"Hurts Like Hell (feat. Offset)","Madison Beer","637817","2018-12-03"
"YOSEMITE","Travis Scott","634438","2018-12-03"
"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha","633135","2018-12-03"
"Suncity (feat. Empress Of)","Khalid","632602","2018-12-03"
"Empty Space","James Arthur","628476","2018-12-03"
"thank u, next","Ariana Grande","7409217","2018-12-04"
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake","4043592","2018-12-04"
"Without Me","Halsey","3472223","2018-12-04"
"MIA (feat. Drake)","Bad Bunny","3250367","2018-12-04"
"All I Want for Christmas Is You","Mariah Carey","3206096","2018-12-04"
"Happier","Marshmello","2845239","2018-12-04"
"ZEZE (feat. Travis Scott & Offset)","Kodak Black","2799066","2018-12-04"
"SICKO MODE","Travis Scott","2790746","2018-12-04"
"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone","2721663","2018-12-04"
"Going Bad (feat. Drake)","Meek Mill","2623603","2018-12-04"
"TIC TOC","6ix9ine","2431184","2018-12-04"
"Sweet but Psycho","Ava Max","2405670","2018-12-04"
"Adan y Eva","Paulo Londra","2375891","2018-12-04"
"Arms Around You (feat. Maluma & Swae Lee)","XXXTENTACION","2367173","2018-12-04"
"KIKA","6ix9ine","2348839","2018-12-04"
"Shallow","Lady Gaga","2346686","2018-12-04"
"Mo Bamba","Sheck Wes","2302991","2018-12-04"
"Santa Tell Me","Ariana Grande","2259790","2018-12-04"
"when the party's over","Billie Eilish","2213207","2018-12-04"
"Bohemian Rhapsody - Remastered 2011","Queen","2103946","2018-12-04"
"Last Christmas","Wham!","2091173","2018-12-04"
"Nothing Breaks Like a Heart (feat. Miley Cyrus)","Mark Ronson","2064426","2018-12-04"
"Better","Khalid","2016922","2018-12-04"
"Drip Too Hard (Lil Baby & Gunna)","Lil Baby","1977947","2018-12-04"
"Eastside (with Halsey & Khalid)","benny blanco","1796516","2018-12-04"
"BEBE","6ix9ine","1780936","2018-12-04"
"Girls Like You (feat. Cardi B)","Maroon 5","1752116","2018-12-04"
"Lucid Dreams","Juice WRLD","1746412","2018-12-04"
"It's Beginning to Look a Lot like Christmas","Michael Bublé","1734959","2018-12-04"
"Be Alright","Dean Lewis","1686429","2018-12-04"
"MAMA","6ix9ine","1665577","2018-12-04"
"In My Mind","Dynoro","1663390","2018-12-04"
"SAD!","XXXTENTACION","1652736","2018-12-04"
"Close To Me (with Diplo) (feat. Swae Lee)","Ellie Goulding","1651195","2018-12-04"
"Better Now","Post Malone","1608615","2018-12-04"
"Jingle Bell Rock","Bobby Helms","1597830","2018-12-04"
"Let You Love Me","Rita Ora","1555784","2018-12-04"
"Promises (with Sam Smith)","Calvin Harris","1547008","2018-12-04"
"come out and play","Billie Eilish","1546565","2018-12-04"
"Rockin' Around The Christmas Tree","Brenda Lee","1518162","2018-12-04"
"Moonlight","XXXTENTACION","1498804","2018-12-04"
"Ruin My Life","Zara Larsson","1489620","2018-12-04"
"Mistletoe","Justin Bieber","1475803","2018-12-04"
"Bad Liar","Imagine Dragons","1474089","2018-12-04"
"BAD!","XXXTENTACION","1467217","2018-12-04"
"FEFE (feat. Nicki Minaj & Murda Beatz)","6ix9ine","1451830","2018-12-04"
"lovely (with Khalid)","Billie Eilish","1443886","2018-12-04"
"Woman Like Me (feat. Nicki Minaj)","Little Mix","1429762","2018-12-04"
"Kiss and Make Up","Dua Lipa","1407906","2018-12-04"
"Wake Up in the Sky","Gucci Mane","1405281","2018-12-04"
"Calma - Remix","Pedro Capó","1402346","2018-12-04"
"Do They Know It's Christmas? - 1984 Version","Band Aid","1394111","2018-12-04"
"Vaina Loca","Ozuna","1392143","2018-12-04"
"Ella Quiere Beber - Remix","Anuel AA","1370469","2018-12-04"
"Happy Now","Kygo","1370428","2018-12-04"
"It's the Most Wonderful Time of the Year","Andy Williams","1369883","2018-12-04"
"Falling Down - Bonus Track","Lil Peep","1363407","2018-12-04"
"Natural","Imagine Dragons","1319646","2018-12-04"
"WAKA","6ix9ine","1307701","2018-12-04"
"High Hopes","Panic! At The Disco","1282150","2018-12-04"
"Youngblood","5 Seconds of Summer","1260653","2018-12-04"
"Another One Bites The Dust - Remastered 2011","Queen","1258452","2018-12-04"
"Taste (feat. Offset)","Tyga","1237516","2018-12-04"
"Cuando Te Besé","Becky G","1196930","2018-12-04"
"breathin","Ariana Grande","1195727","2018-12-04"
"rockstar (feat. 21 Savage)","Post Malone","1191447","2018-12-04"
"Saturday Nights","Khalid","1190609","2018-12-04"
"Love Someone","Lukas Graham","1185371","2018-12-04"
"Armed And Dangerous","Juice WRLD","1182495","2018-12-04"
"In My Feelings","Drake","1162055","2018-12-04"
"Imposible","Luis Fonsi","1159340","2018-12-04"
"no tears left to cry","Ariana Grande","1141154","2018-12-04"
"I Like It","Cardi B","1137684","2018-12-04"
"Jocelyn Flores","XXXTENTACION","1135993","2018-12-04"
"Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet)","Frank Sinatra","1123247","2018-12-04"
"Rewrite The Stars (with James Arthur & Anne-Marie)","James Arthur","1108893","2018-12-04"
"Leave Me Alone","Flipp Dinero","1107744","2018-12-04"
"MALA","6ix9ine","1100220","2018-12-04"
"Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version","Paul McCartney","1094113","2018-12-04"
"Don't Stop Me Now - Remastered","Queen","1091078","2018-12-04"
"Adictiva","Daddy Yankee","1090941","2018-12-04"
"Bubalu","Becky G","1084273","2018-12-04"
"I Love It (& Lil Pump)","Kanye West","1079745","2018-12-04"
"Happy Xmas (War Is Over) - Remastered","John Lennon","1076907","2018-12-04"
"God is a woman","Ariana Grande","1075892","2018-12-04"
"Nonstop","Drake","1073701","2018-12-04"
"Beautiful (feat. Camila Cabello)","Bazzi","1056715","2018-12-04"
"SOLO","JENNIE","1051259","2018-12-04"
"Somebody To Love - Remastered 2011","Queen","1050249","2018-12-04"
"Have Yourself A Merry Little Christmas","Sam Smith","1049481","2018-12-04"
"God's Plan","Drake","1026161","2018-12-04"
"Te Boté - Remix","Nio Garcia","1016609","2018-12-04"
"Shape of You","Ed Sheeran","1013587","2018-12-04"
"bellyache","Billie Eilish","1013174","2018-12-04"
"idontwannabeyouanymore","Billie Eilish","1006868","2018-12-04"
"Nuketown (feat. Juice WRLD)","Ski Mask The Slump God","1001100","2018-12-04"
"2002","Anne-Marie","995010","2018-12-04"
"Holly Jolly Christmas","Michael Bublé","993677","2018-12-04"
"Believer","Imagine Dragons","990044","2018-12-04"
"Underneath the Tree","Kelly Clarkson","989066","2018-12-04"
"Under Pressure - Remastered","Queen","988860","2018-12-04"
"Amigos Con Derechos","Reik","987667","2018-12-04"
"Reggaeton","J Balvin","968666","2018-12-04"
"Money","Cardi B","964910","2018-12-04"
"Desconocidos","Mau y Ricky","955913","2018-12-04"
"10 Freaky Girls (with 21 Savage)","Metro Boomin","955579","2018-12-04"
"Solo (feat. Demi Lovato)","Clean Bandit","948676","2018-12-04"
"Say My Name","David Guetta","947314","2018-12-04"
"Rise","Jonas Blue","942894","2018-12-04"
"changes","XXXTENTACION","942640","2018-12-04"
"Culpables","KAROL G","939042","2018-12-04"
"No Stylist","French Montana","936262","2018-12-04"
"White Christmas","Bing Crosby","928035","2018-12-04"
"On Me (feat. Cardi B)","Meek Mill","912517","2018-12-04"
"Body (feat. Brando)","Loud Luxury","908339","2018-12-04"
"IDGAF","Dua Lipa","902468","2018-12-04"
"One Kiss (with Dua Lipa)","Calvin Harris","900221","2018-12-04"
"Psycho (feat. Ty Dolla $ign)","Post Malone","894487","2018-12-04"
"Perfect","Ed Sheeran","890087","2018-12-04"
"Topanga","Trippie Redd","888477","2018-12-04"
"Fuck Love (feat. Trippie Redd)","XXXTENTACION","882394","2018-12-04"
"Driving Home for Christmas","Chris Rea","880284","2018-12-04"
"Ya No Tiene Novio","Sebastian Yatra","878159","2018-12-04"
"Mala Mía","Maluma","873754","2018-12-04"
"STOOPID","6ix9ine","859915","2018-12-04"
"Electricity (with Dua Lipa)","Silk City","854713","2018-12-04"
"A Holly Jolly Christmas - Single Version","Burl Ives","850511","2018-12-04"
